159.0 190.0 2
162.0 197.0 2
165.0 194.0 2
168.0 192.0 2
187.0 207.0 2
178.0 222.0 2
178.0 220.0 2
196.0 251.0 2
192.0 235.0 2
175.0 244.0 2
183.0 240.0 2
182.0 239.0 2
203.0 224.0 2
213.0 207.0 2
223.0 210.0 2
221.0 211.0 2
217.0 238.0 2
215.0 248.0 2
210.0 245.0 2
241.0 232.0 2
231.0 222.0 2
223.0 228.0 2
221.0 224.0 2
109.0 278.0 2
106.0 279.0 2
109.0 267.0 2
110.0 261.0 2
124.0 282.0 2
120.0 284.0 2
120.0 283.0 2
121.0 300.0 2
137.0 300.0 2
136.0 298.0 2
127.0 294.0 2
130.0 296.0 2
141.0 283.0 2
142.0 292.0 2
145.0 292.0 2
157.0 299.0 2
164.0 290.0 2
155.0 285.0 2
135.0 275.0 2
136.0 270.0 2
130.0 264.0 2
140.0 263.0 2
162.0 274.0 2
160.0 264.0 2
158.0 264.0 2
151.0 268.0 2
154.0 272.0 2
157.0 271.0 2
154.0 257.0 2
162.0 252.0 2
169.0 258.0 2
167.0 254.0 2
122.0 238.0 2
126.0 247.0 2
121.0 252.0 2
125.0 251.0 2
98.0 246.0 2
104.0 247.0 2
103.0 246.0 2
85.0 236.0 2
90.0 232.0 2
88.0 229.0 2
102.0 234.0 2
98.0 233.0 2
104.0 225.0 2
100.0 227.0 2
105.0 211.0 2
115.0 219.0 2
88.0 205.0 2
87.0 215.0 2
88.0 212.0 2
93.0 209.0 2
91.0 213.0 2
94.0 213.0 2
101.0 202.0 2
103.0 193.0 2
94.0 194.0 2
123.0 189.0 2
121.0 197.0 2
114.0 200.0 2
114.0 176.0 2
119.0 179.0 2
121.0 171.0 2
126.0 177.0 2
110.0 187.0 2
99.0 183.0 2
106.0 177.0 2
142.0 208.0 2
137.0 201.0 2
132.0 199.0 2
126.0 205.0 2
123.0 211.0 2
128.0 216.0 2
136.0 219.0 2
134.0 183.0 2
138.0 178.0 2
141.0 191.0 2
149.0 197.0 2
149.0 189.0 2
45.0 297.0 2
42.0 291.0 2
34.0 279.0 2
33.0 291.0 2
28.0 289.0 2
4.0 290.0 2
10.0 297.0 2
13.0 288.0 2
17.0 291.0 2
15.0 295.0 2
9.0 266.0 2
10.0 259.0 2
9.0 256.0 2
26.0 262.0 2
21.0 271.0 2
19.0 269.0 2
81.0 293.0 2
86.0 285.0 2
80.0 288.0 2
81.0 286.0 2
84.0 278.0 2
95.0 280.0 2
76.0 261.0 2
71.0 265.0 2
68.0 284.0 2
64.0 276.0 2
68.0 273.0 2
69.0 269.0 2
42.0 268.0 2
46.0 264.0 2
42.0 264.0 2
44.0 262.0 2
50.0 259.0 2
54.0 263.0 2
52.0 244.0 2
54.0 252.0 2
43.0 244.0 2
40.0 256.0 2
40.0 252.0 2
38.0 250.0 2
54.0 222.0 2
56.0 227.0 2
46.0 231.0 2
38.0 226.0 2
41.0 224.0 2
71.0 219.0 2
77.0 222.0 2
77.0 226.0 2
71.0 236.0 2
75.0 252.0 2
67.0 248.0 2
73.0 244.0 2
69.0 242.0 2
77.0 193.0 2
72.0 205.0 2
64.0 206.0 2
61.0 199.0 2
64.0 175.0 2
68.0 177.0 2
61.0 182.0 2
65.0 187.0 2
67.0 182.0 2
66.0 182.0 2
49.0 183.0 2
47.0 175.0 2
55.0 177.0 2
55.0 145.0 2
58.0 140.0 2
59.0 165.0 2
60.0 159.0 2
65.0 159.0 2
74.0 148.0 2
79.0 157.0 2
74.0 163.0 2
74.0 168.0 2
91.0 172.0 2
96.0 156.0 2
94.0 149.0 2
91.0 145.0 2
86.0 145.0 2
82.0 140.0 2
4.0 178.0 2
15.0 177.0 2
23.0 184.0 2
21.0 186.0 2
26.0 188.0 2
30.0 187.0 2
25.0 172.0 2
35.0 182.0 2
37.0 174.0 2
33.0 155.0 2
27.0 156.0 2
26.0 161.0 2
22.0 160.0 2
11.0 153.0 2
16.0 146.0 2
14.0 148.0 2
3.0 165.0 2
5.0 155.0 2
0.0 153.0 2
24.0 216.0 2
34.0 203.0 2
37.0 199.0 2
38.0 201.0 2
28.0 198.0 2
22.0 202.0 2
4.0 210.0 2
0.0 222.0 2
3.0 221.0 2
2.0 234.0 2
12.0 248.0 2
11.0 245.0 2
2.0 247.0 2
5.0 242.0 2	
267.0 279.0 3
271.0 276.0 3
280.0 273.0 3
282.0 275.0 3
283.0 264.0 3
279.0 268.0 3
276.0 267.0 3
289.0 279.0 3
281.0 282.0 3
282.0 287.0 3
294.0 297.0 3
290.0 291.0 3
285.0 294.0 3
282.0 292.0 3
277.0 300.0 3
270.0 293.0 3
250.0 251.0 3
244.0 257.0 3
246.0 256.0 3
264.0 258.0 3
257.0 255.0 3
255.0 263.0 3
254.0 264.0 3
262.0 266.0 3
261.0 271.0 3
237.0 253.0 3
231.0 247.0 3
231.0 245.0 3
220.0 266.0 3
231.0 262.0 3
233.0 278.0 3
241.0 267.0 3
247.0 275.0 3
271.0 225.0 3
268.0 243.0 3
263.0 236.0 3
266.0 238.0 3
277.0 260.0 3
277.0 252.0 3
277.0 256.0 3
276.0 255.0 3
291.0 247.0 3
291.0 245.0 3
292.0 251.0 3
287.0 250.0 3
289.0 232.0 3
292.0 240.0 3
293.0 237.0 3
291.0 166.0 3
297.0 147.0 3
288.0 148.0 3
289.0 152.0 3
255.0 149.0 3
253.0 158.0 3
262.0 169.0 3
258.0 167.0 3
257.0 168.0 3
248.0 174.0 3
254.0 172.0 3
254.0 176.0 3
262.0 138.0 3
268.0 135.0 3
266.0 138.0 3
274.0 142.0 3
274.0 135.0 3
250.0 120.0 3
245.0 116.0 3
251.0 137.0 3
236.0 136.0 3
241.0 126.0 3
242.0 133.0 3
247.0 131.0 3
297.0 191.0 3
292.0 196.0 3
297.0 200.0 3
288.0 218.0 3
299.0 223.0 3
300.0 216.0 3
273.0 196.0 3
271.0 196.0 3
276.0 180.0 3
275.0 181.0 3
260.0 182.0 3
258.0 185.0 3
268.0 183.0 3
265.0 186.0 3
267.0 189.0 3
245.0 189.0 3
246.0 186.0 3
249.0 192.0 3
253.0 190.0 3
237.0 194.0 3
239.0 200.0 3
235.0 205.0 3
230.0 200.0 3
237.0 213.0 3
246.0 212.0 3
247.0 221.0 3
241.0 220.0 3
156.0 162.0 3
150.0 163.0 3
156.0 147.0 3
153.0 154.0 3
136.0 157.0 3
137.0 152.0 3
132.0 167.0 3
131.0 169.0 3
141.0 162.0 3
141.0 169.0 3
120.0 154.0 3
122.0 152.0 3
117.0 137.0 3
121.0 140.0 3
120.0 143.0 3
129.0 130.0 3
130.0 123.0 3
137.0 135.0 3
134.0 146.0 3
141.0 140.0 3
141.0 144.0 3
179.0 131.0 3
176.0 144.0 3
169.0 136.0 3
189.0 123.0 3
182.0 122.0 3
186.0 119.0 3
191.0 137.0 3
191.0 134.0 3
201.0 134.0 3
200.0 137.0 3
172.0 106.0 3
180.0 103.0 3
147.0 119.0 3
154.0 115.0 3
156.0 114.0 3
168.0 116.0 3
162.0 128.0 3
217.0 135.0 3
218.0 137.0 3
214.0 141.0 3
210.0 137.0 3
225.0 140.0 3
225.0 132.0 3
232.0 104.0 3
226.0 106.0 3
236.0 113.0 3
230.0 116.0 3
229.0 114.0 3
219.0 123.0 3
217.0 117.0 3
207.0 108.0 3
206.0 125.0 3
207.0 123.0 3
200.0 121.0 3
195.0 117.0 3
199.0 114.0 3
199.0 116.0 3
225.0 165.0 3
223.0 149.0 3
229.0 156.0 3
210.0 180.0 3
211.0 173.0 3
215.0 169.0 3
222.0 183.0 3
219.0 182.0 3
234.0 179.0 3
229.0 180.0 3
206.0 154.0 3
198.0 156.0 3
196.0 163.0 3
191.0 158.0 3
183.0 155.0 3
191.0 149.0 3
190.0 143.0 3
169.0 161.0 3
179.0 163.0 3
179.0 169.0 3
191.0 172.0 3
186.0 175.0 3
186.0 182.0 3
183.0 190.0 3
191.0 190.0 3
274.0 85.0 3
284.0 85.0 3
282.0 87.0 3
293.0 78.0 3
293.0 81.0 3
295.0 82.0 3
300.0 94.0 3
289.0 93.0 3
292.0 97.0 3
297.0 120.0 3
269.0 116.0 3
279.0 102.0 3
290.0 109.0 3
238.0 82.0 3
243.0 76.0 3
260.0 93.0 3
268.0 96.0 3
267.0 90.0 3
250.0 101.0 3
250.0 93.0 3
247.0 95.0 3
248.0 86.0 3
255.0 82.0 3
259.0 87.0 3
257.0 85.0 3
203.0 79.0 3
204.0 77.0 3
221.0 75.0 3
218.0 90.0 3
212.0 83.0 3
213.0 85.0 3
230.0 53.0 3
237.0 67.0 3
239.0 65.0 3
238.0 66.0 3
231.0 62.0 3
229.0 68.0 3
212.0 60.0 3
213.0 69.0 3
217.0 64.0 3
218.0 54.0 3
219.0 46.0 3
212.0 46.0 3
212.0 43.0 3
297.0 58.0 3
289.0 44.0 3
297.0 41.0 3
294.0 36.0 3
255.0 45.0 3
248.0 52.0 3
257.0 66.0 3
256.0 64.0 3
261.0 58.0 3
259.0 61.0 3
263.0 52.0 3
269.0 56.0 3
267.0 37.0 3
245.0 35.0 3
258.0 29.0 3
251.0 34.0 3
252.0 30.0 3
278.0 25.0 3
286.0 24.0 3
285.0 30.0 3
282.0 31.0 3
281.0 14.0 3
271.0 16.0 3
272.0 9.0 3
268.0 4.0 3
256.0 12.0 3
260.0 6.0 3
263.0 8.0 3
239.0 15.0 3
248.0 13.0 3
246.0 10.0 3
218.0 8.0 3
227.0 11.0 3
225.0 13.0 3
216.0 26.0 3
228.0 30.0 3
225.0 31.0 3
233.0 36.0 3
236.0 37.0 3
237.0 34.0 3
227.0 42.0 3
234.0 44.0 3
234.0 43.0 3
184.0 27.0 3
177.0 17.0 3
185.0 40.0 3
170.0 35.0 3
168.0 39.0 3
172.0 3.0 3
190.0 0.0 3
190.0 11.0 3
196.0 12.0 3
117.0 1.0 3
123.0 18.0 3
114.0 22.0 3
114.0 25.0 3
150.0 26.0 3
146.0 25.0 3
146.0 22.0 3
136.0 35.0 3
144.0 36.0 3
142.0 42.0 3
149.0 1.0 3
135.0 11.0 3
137.0 12.0 3
194.0 60.0 3
177.0 57.0 3
186.0 53.0 3
163.0 75.0 3
164.0 76.0 3
175.0 89.0 3
175.0 86.0 3
157.0 94.0 3
144.0 99.0 3
147.0 103.0 3
151.0 103.0 3
152.0 104.0 3
124.0 109.0 3
126.0 111.0 3
139.0 110.0 3
132.0 105.0 3
138.0 88.0 3
119.0 88.0 3
128.0 97.0 3
127.0 93.0 3
123.0 58.0 3
124.0 52.0 3
126.0 44.0 3
135.0 47.0 3
108.0 52.0 3
106.0 56.0 3
111.0 73.0 3
113.0 77.0 3
120.0 71.0 3
121.0 68.0 3
115.0 65.0 3
115.0 58.0 3
147.0 55.0 3
144.0 52.0 3
157.0 53.0 3
151.0 47.0 3
137.0 63.0 3
136.0 55.0 3
132.0 59.0 3
131.0 73.0 3
130.0 66.0 3
146.0 71.0 3
144.0 65.0 3
143.0 78.0 3
151.0 80.0 3
147.0 80.0 3
149.0 79.0 3
